Material 1 : Cohesion (kN/m2),Material 1 : Phi (deg),Material 1 : Unit Weight (kN/m3),Load #1 Magnitude (kN/m),Load #2 Magnitude (kN/m),Factor of Safety - spencer,Factor of Safety - gle/morgenstern-price,
3.24265,39.0203,12.0246,32.2993,5.09871,1.37008,1.37432
12.8284,34.8708,12.1702,75.7917,6.69366,1.44795,1.4521
9.69331,29.8417,15.7207,76.6738,22.3226,1.41052,1.41438
1.24815,39.1908,19.6695,9.20404,5.47844,1.30846,1.31283
17.3694,23.4759,16.3815,40.8733,16.9196,1.5759,1.58865
3.95435,38.8775,21.9954,57.9333,4.27579,1.20299,1.20527
17.2509,28.1716,14.8994,49.3066,13.1386,1.64107,1.64121
8.64921,36.7837,20.0463,9.48131,27.6479,2.65546,2.71281
2.48356,19.4578,19.0794,77.9718,15.3475,0.623704,0.630402
13.3058,34.6806,19.5966,37.5568,26.693,2.20374,2.2052
14.2122,31.9904,12.4785,59.19,3.80609,1.42726,1.42398
0.706884,26.8167,20.5764,13.848,22.1472,1.18576,1.19896
12.8558,25.6665,12.4215,14.96,5.17951,1.64378,1.64398
14.6264,31.7724,14.6474,74.6497,9.37669,1.42277,1.42299
13.0653,20.4832,18.074,25.9844,12.9207,1.29739,1.29747
5.02926,34.2215,15.4233,5.98928,23.7247,2.51801,2.57844
2.72378,36.0143,15.8558,7.80733,20.5015,2.16146,2.19861
14.4793,20.8526,17.1783,98.7546,3.80073,0.870658,0.870204
12.4296,37.8532,17.0239,56.4274,18.3423,1.90972,1.91299
8.10068,15.7336,13.5746,58.5152,10.4512,0.769319,0.769832
16.3675,42.1372,18.7607,78.421,13.2544,1.89923,1.9008
13.8715,39.8519,15.1421,58.2456,8.63236,1.79677,1.80016
18.3844,22.6563,21.6945,78.9338,0.592241,0.999237,1.00222
1.92162,15.7936,17.7409,83.9419,13.6033,0.479713,0.484188
2.17619,44.6621,21.9602,31.9949,10.1996,1.61136,1.61654
13.5454,35.2748,18.158,60.8324,13.6592,1.63519,1.63741
6.43955,27.1179,13.2793,87.0165,7.06784,0.918231,0.919254
12.7,33.532,12.044,71.04,29.9103,2.12044,2.12416
4.56763,18.0552,14.8681,9.18895,3.30497,0.792057,0.794281
15.9932,17.8715,19.6649,15.3094,0.907834,1.11265,1.11323
16.3482,36.2972,12.2017,44.4564,23.6472,2.70065,2.70018
11.3735,21.5876,16.1417,77.8731,4.17211,0.884079,0.882173
16.76,24.1957,20.581,43.8615,19.6946,1.4813,1.48232
0.850175,38.1895,19.7757,41.1438,15.9547,1.37216,1.37469
11.2372,13.7848,21.2023,2.31851,29.5701,1.46564,1.48386
11.5294,22.7826,20.9728,93.182,8.28336,0.888976,0.887571
7.90655,43.8026,15.0564,58.3017,10.267,1.80136,1.80794
6.37684,27.8955,17.6075,66.3564,3.60734,0.921254,0.923862
18.8505,31.9493,21.868,86.46,19.9649,1.55839,1.56169
10.4374,13.5398,16.7343,61.3438,11.5369,0.737655,0.737884
3.1326,18.3268,21.7944,28.8348,11.5874,0.681274,0.685628
14.3224,39.0782,13.0498,50.0553,11.9442,2.03501,2.03907
1.68396,38.6152,18.3454,15.2525,24.4363,2.13174,2.15771
15.4016,10.4428,19.2651,84.3087,14.1774,0.680335,0.680308
18.3224,15.8624,14.7495,64.6818,21.8499,1.22783,1.22672
17.4196,23.3839,16.1598,94.241,17.6797,1.20851,1.20844
15.0492,26.468,15.6719,6.31379,16.3264,2.40222,2.41498
7.62201,12.135,15.7513,93.8075,18.6288,0.584054,0.585062
0.618189,13.0675,15.7584,16.8122,24.6357,0.670837,0.68053
7.58745,33.4903,14.2622,99.6508,24.3636,1.42171,1.42365
4.87798,34.928,15.6906,35.7377,20.5179,1.754,1.75278
17.4517,23.7322,15.9429,68.0156,24.9921,1.52845,1.52952
9.63142,26.395,18.2476,60.9462,19.819,1.26253,1.26363
15.5328,12.5069,17.2229,49.2692,16.5144,0.968263,0.965943
1.2875,21.782,18.3019,27.7927,23.314,0.968083,0.967877
19.3015,43.691,13.9932,2.54641,17.9025,4.59289,4.65285
5.58324,13.4111,19.6461,43.5426,28.2154,0.792087,0.791958
8.96947,25.7808,17.2544,0.485197,26.8386,2.36614,2.42274
17.6527,37.1826,18.7335,72.6538,0.487654,1.49437,1.49814
18.5404,35.8572,14.1782,6.10012,13.9869,3.29925,3.31825
6.92084,25.0871,18.2958,66.5593,2.7158,0.839118,0.843702
0.323985,21.1655,16.9643,51.5325,19.3932,0.713122,0.714341
12.6157,31.6407,15.4116,73.2935,0.579247,1.19333,1.19575
15.9386,43.0091,12.7173,53.5216,5.37734,2.0239,2.02903
14.0739,33.5984,21.8233,93.6247,19.0597,1.44526,1.44759
4.62533,34.1922,20.0348,74.7459,6.87743,1.05981,1.06262
11.4203,34.7476,13.1497,28.5409,25.7082,2.69041,2.68725
15.3693,14.8706,20.3938,51.6306,23.3421,1.06144,1.06151
7.75906,30.755,15.6215,23.2902,23.9895,2.03279,2.03648
5.14486,29.05,19.479,79.6639,28.8637,1.25534,1.25732
14.3786,35.9691,19.2712,77.381,5.68961,1.41788,1.4234
15.1857,31.0799,16.3121,24.6981,3.41481,1.60733,1.60742
5.77842,24.9569,16.1871,82.0361,1.48951,0.768389,0.770554
13.9788,18.718,14.6808,42.7764,11.5135,1.17046,1.17185
1.70939,29.5381,21.0739,88.9452,9.49663,0.810447,0.809735
0.295047,43.972,18.7146,51.4725,6.3599,1.32194,1.32515
9.32106,39.3128,15.01,6.20199,27.6537,3.63668,3.73689
6.08494,33.6614,19.6663,36.4672,20.6817,1.60661,1.60667
0.745816,42.5612,19.3811,58.5247,19.4017,1.59147,1.59388
0.402428,25.9282,12.6645,16.6947,24.6992,1.47854,1.51077
11.1954,23.2623,15.3126,6.12906,17.991,2.03993,2.05783
4.62975,17.0298,17.553,32.7747,17.5932,0.832582,0.830171
12.0665,25.125,21.6305,59.8694,5.71083,1.03095,1.03385
1.31223,36.8839,18.7106,55.3639,6.02474,1.0632,1.06294
5.28445,15.5857,21.5178,72.5427,9.90092,0.565218,0.566757
11.7891,33.5068,12.8054,52.1388,1.1764,1.36476,1.36404
17.4619,15.2647,15.4214,19.4953,23.5964,1.85609,1.87631
8.81692,11.1169,17.2271,90.18,6.4011,0.507319,0.50538
6.66992,27.0619,14.3805,68.8668,14.4864,1.09265,1.09751
6.96697,37.6946,17.1858,54.2939,4.53894,1.32384,1.32835
17.1441,22.5521,16.7825,74.3973,0.34518,1.02768,1.02663
18.3538,42.7421,20.9684,70.5218,23.9121,2.30874,2.3112
7.21977,35.2564,20.2365,55.6043,26.416,1.71904,1.71942
18.6612,21.9826,19.8801,65.3746,3.40666,1.08714,1.08295
15.3053,44.8497,17.5769,44.3484,2.27309,1.94343,1.95036
9.60125,44.0814,15.758,22.8151,28.4489,3.37718,3.40303
9.05143,12.8264,21.8176,58.0777,10.5542,0.62598,0.62604
7.56279,29.3271,16.8941,49.112,2.88989,1.05258,1.05714
13.4096,11.1631,15.1115,50.3154,26.7438,1.04635,1.04785
5.24751,39.7463,15.8684,15.9271,1.84473,1.47533,1.47886
18.5958,22.6724,19.5329,75.6499,18.7273,1.26798,1.26815
18.1295,29.353,18.9875,85.6033,21.9039,1.5242,1.52629
17.947,41.1798,17.5812,41.3947,16.2356,2.39895,2.39914
4.16534,24.1425,16.2609,70.2151,16.1575,0.896542,0.896844
4.98252,15.1421,16.7403,95.7718,17.3288,0.577207,0.58091
14.238,39.7247,19.0266,96.4524,24.4063,1.86317,1.86682
6.97626,43.4049,19.558,7.83141,29.4131,3.31892,3.40157
16.1357,23.9068,21.4996,25.3797,12.5705,1.43409,1.43906
15.3203,36.7075,18.6952,40.7337,21.4986,2.20116,2.19936
8.37081,16.1454,17.3411,99.2304,24.7171,0.758826,0.760781
16.1957,19.0524,21.0203,12.0986,3.54494,1.20494,1.20038
7.65979,29.5794,14.777,60.4068,24.867,1.53639,1.53657
3.75542,35.4645,12.3702,66.9522,3.76746,1.06516,1.07555
11.2866,43.7151,20.4646,14.5643,8.24936,2.12638,2.12654
5.41326,38.2911,16.7696,75.1826,17.9857,1.51126,1.51457
2.8021,40.1699,16.1603,1.55545,18.87,2.57106,2.62114
16.9822,22.924,12.8378,7.77514,16.1114,2.6336,2.65566
10.2985,35.7827,15.2943,21.5709,24.5326,2.61578,2.63398
3.09059,23.9614,15.2718,4.1091,15.8454,1.36089,1.38303
3.55187,14.8583,13.1373,5.56422,16.6891,1.06537,1.08154
19.5986,12.492,17.8043,16.094,27.1474,1.78522,1.80374
1.41182,23.3023,16.0877,77.708,0.623037,0.56459,0.570132
6.32796,16.2179,18.5944,36.7521,13.7392,0.784012,0.7839
12.019,36.4049,14.3621,85.945,18.5855,1.65456,1.65896
12.651,35.2012,19.3568,58.6432,26.069,1.92612,1.92626
12.2854,35.2288,21.3843,85.6547,26.9995,1.66357,1.66462
14.0059,30.83,19.5949,65.254,6.52479,1.29309,1.28982
3.15261,39.0322,18.116,84.1897,16.367,1.33812,1.34065
4.98545,10.8672,17.7275,98.8705,5.65467,0.390825,0.390968
12.155,36.4437,18.1442,5.49803,8.22919,2.01753,2.02566
9.17192,33.0305,12.6825,70.1649,7.36793,1.2793,1.28388
9.96903,25.051,16.148,41.2187,11.3103,1.22438,1.2246
9.54362,31.6648,16.1137,68.2379,10.0754,1.26448,1.26757
5.39204,27.7034,12.9632,90.6827,3.96124,0.847741,0.847981
8.92854,24.2374,19.3297,51.0585,3.3934,0.928216,0.930626
4.99054,12.591,21.81,16.1045,29.703,0.867461,0.879517
19.1222,14.4452,12.6033,33.0095,15.6886,1.55725,1.55686
8.3795,41.4513,14.5495,83.0236,15.5405,1.70062,1.70572
4.23967,43.8095,20.7823,83.5514,9.05784,1.42106,1.42952
17.8948,24.2438,12.0021,18.8327,15.1141,2.41688,2.41766
16.5485,35.6557,13.2961,71.7341,21.9656,2.04266,2.04397
16.7313,41.2802,18.8277,62.3104,17.0641,2.09546,2.10126
15.4821,29.895,21.2879,53.2301,4.18604,1.29554,1.29875
13.0156,28.4429,12.5779,11.0718,23.2633,2.89359,2.94152
17.9537,31.8537,15.0529,46.0758,4.86053,1.6202,1.61938
12.3286,42.1539,16.0038,80.0763,25.7537,2.18452,2.18923
2.59474,43.3346,13.455,96.5223,9.38947,1.32747,1.33714
11.7757,14.7771,14.0261,85.0634,12.5069,0.771136,0.772504
1.80029,13.0372,18.8483,13.8903,11.6248,0.522102,0.522096
19.9331,33.093,20.2281,33.1,2.23759,1.64793,1.6465
0.762752,24.3738,14.9525,73.9466,5.21694,0.607145,0.60786
8.75148,11.9142,18.7687,63.1754,13.7534,0.627071,0.626973
2.19697,42.7147,19.1301,10.8568,17.2725,2.07524,2.08003
11.5486,14.2816,18.8545,39.5522,19.1915,0.973959,0.97393
6.57066,32.4389,18.9302,25.8661,18.3521,1.62303,1.62213
7.39349,24.0485,13.8513,15.208,10.483,1.34861,1.35548
5.53672,23.8271,12.3546,64.2724,4.14862,0.815897,0.816863
7.54001,11.8623,14.2265,93.9771,17.6903,0.577067,0.578496
11.1732,26.8653,13.6313,30.1606,9.85446,1.48093,1.48095
1.95918,26.5903,18.1035,93.5025,19.424,0.843145,0.844364
6.57551,42.4071,13.8835,8.90156,10.5774,2.32215,2.32204
10.9469,22.2352,20.3247,44.5837,10.3137,1.04606,1.04481
4.75411,38.3038,15.2142,17.6166,27.8003,2.68183,2.73549
0.468065,14.6787,14.1943,96.6231,17.0428,0.406656,0.40775
15.691,40.3673,15.2522,27.1635,4.16326,2.04583,2.04508
8.67369,32.6649,21.2921,41.0208,24.1545,1.68476,1.68363
9.43535,18.8152,13.6443,86.35,25.4148,0.994366,0.996303
14.7273,12.2338,12.8855,46.4317,0.241408,0.827463,0.82795
4.66743,32.9908,15.9553,64.325,7.858,1.09293,1.09646
3.02756,21.6649,12.1088,99.6928,19.0177,0.74623,0.749931
10.7576,13.953,19.8563,27.5027,23.154,1.07525,1.08486
13.3249,28.6261,13.141,41.8441,8.34969,1.50109,1.5007
1.17674,19.0044,21.2487,22.1604,10.6481,0.618943,0.619691
18.9065,21.7654,21.9076,10.2221,17.665,1.85025,1.85886
6.69573,17.9035,21.2658,62.1265,22.6497,0.827503,0.827606
7.33264,28.399,16.6207,79.8488,18.4708,1.1548,1.161
17.7624,19.8421,21.2718,41.7485,13.8898,1.22532,1.22787
10.2548,18.3554,16.7855,85.8022,12.1103,0.805385,0.809128
14.2808,16.7937,17.3076,5.06559,20.1523,1.83242,1.84374
9.97338,37.3014,21.6801,63.7643,29.557,1.91511,1.91557
1.81007,36.5907,17.9771,53.869,22.7815,1.49291,1.49555
6.8254,18.5192,20.1958,74.0411,13.01,0.724023,0.727854
18.1019,15.2619,12.0231,41.5638,12.6637,1.3441,1.34492
10.5779,17.1923,20.688,76.9931,26.3492,0.914826,0.915064
12.1379,33.17,21.3645,95.199,14.9517,1.3125,1.31441
12.0744,13.2509,15.7834,41.3215,9.98036,0.869857,0.869574
9.64284,44.223,20.5395,84.1611,18.517,1.87154,1.87639
17.0117,35.5198,14.3545,49.14,18.908,2.19821,2.19861
4.93389,30.2735,14.3136,16.6783,26.5812,2.12911,2.17055
4.87422,14.7916,16.9027,79.6241,21.5537,0.63922,0.639762
1.79433,24.3951,20.6337,25.1748,21.4138,1.035,1.03495
2.98171,13.6375,15.8216,24.9204,13.9559,0.638338,0.637239
5.01608,44.7019,15.3946,35.3637,19.0862,2.31185,2.31057
14.8782,38.1483,14.49,66.2957,2.17859,1.55784,1.56075
14.4684,19.9967,12.1136,47.7797,1.10683,1.07391,1.07546
16.6422,36.6183,17.0359,59.7658,9.24552,1.7259,1.72844
9.73257,19.5691,21.8804,6.87425,26.6971,1.54335,1.56367
9.76816,18.3866,19.377,72.3544,26.5411,0.979206,0.979238
12.5576,27.209,20.8418,95.5022,4.57351,0.995792,0.998918
12.3253,36.4517,15.9775,90.5048,20.6063,1.65508,1.65843
14.486,34.1284,15.3236,33.7136,16.9722,2.11851,2.11738
15.4121,19.421,19.1032,27.7293,22.2755,1.53922,1.55181
16.2083,33.5636,14.5191,94.8653,23.4047,1.71199,1.7171
10.6353,38.6475,12.0852,61.4651,25.632,2.30612,2.3069
13.6675,10.3021,14.6096,54.8501,21.9156,0.917344,0.918131
13.3911,37.3287,16.3308,19.0239,19.2168,2.6182,2.63972
16.3233,10.162,16.4718,78.0468,17.4363,0.771236,0.775586
1.87255,13.1395,14.8749,27.8006,4.37992,0.444033,0.442364
12.5553,11.833,21.3296,65.3559,10.9275,0.671986,0.671918
19.9936,28.2781,20.0161,76.1364,1.49667,1.24098,1.24362
13.973,11.5941,18.728,77.2316,10.5895,0.685296,0.684705
9.61406,39.2648,16.9934,85.1499,21.7367,1.74147,1.74632
12.9125,31.5973,14.6733,57.3701,29.333,2.07741,2.07745
0.827081,27.6829,13.0113,30.8811,1.73631,0.733305,0.735841
14.149,22.4152,20.2178,12.7973,25.2094,1.89909,1.92245
10.7675,29.4116,16.8506,26.4425,21.9396,1.9321,1.9388
2.99257,20.3132,16.9349,34.3248,25.4775,1.03835,1.03872
4.54573,41.4958,17.8258,29.4934,3.86512,1.45393,1.45583
18.0324,40.8938,20.4217,63.3356,12.1071,1.93382,1.9368
11.6143,14.0974,17.4853,1.89167,17.6216,1.49859,1.50832
16.1391,31.9611,15.2059,22.6082,22.7126,2.64449,2.65658
14.9071,35.1709,15.2393,68.7287,13.1832,1.67776,1.68084
9.26508,35.6173,21.9412,41.9757,16.7833,1.62135,1.6225
6.17592,42.8823,15.0433,94.4811,16.2533,1.61387,1.62219
12.1956,36.1571,15.2455,49.6544,1.10026,1.44414,1.44677
18.7913,33.4701,12.2719,94.8821,26.4722,1.93325,1.93459
10.1235,15.6054,15.6242,35.8912,5.60166,0.851507,0.85079
6.64158,18.9028,15.597,26.1077,14.2016,1.02505,1.02575
4.72027,34.2665,19.0226,56.79,28.4898,1.64368,1.64287
2.0908,10.8904,21.8024,48.3335,5.56153,0.34392,0.343605
17.1057,34.0194,18.2138,41.6587,27.0498,2.36789,2.36655
1.50396,44.0323,14.0916,18.3936,19.9335,2.48087,2.48105
12.305,37.9147,18.616,81.6215,6.49216,1.43351,1.44083
17.5253,10.5195,15.2084,68.6439,16.7383,0.885497,0.884437
9.15429,35.566,15.7982,97.9155,12.16,1.31734,1.32312
2.78299,37.5287,20.8916,35.5439,5.99324,1.2081,1.21334
12.9868,42.7779,12.4342,47.1446,11.3527,2.2013,2.20513
16.1633,10.9225,15.852,54.5129,14.9629,0.904138,0.909253
15.0971,13.4411,20.6405,23.5508,12.9148,1.05559,1.05488
2.04752,42.5791,21.2061,67.5776,28.7947,1.8695,1.87286
1.19642,32.8731,12.6441,85.4662,10.467,0.921228,0.930169
11.052,21.3767,19.0732,72.8658,29.7193,1.19024,1.19039
11.9833,34.9785,20.802,26.133,19.6542,1.98368,1.98433
5.71627,41.8133,13.6806,87.0676,10.0623,1.44472,1.45009
19.6471,35.5992,17.7691,74.8262,13.8324,1.76271,1.76505
13.5248,29.0826,19.7225,89.7093,29.4364,1.482,1.48313
17.2997,41.1017,20.7114,19.8955,26.0719,3.07608,3.12989
10.3035,27.9595,16.1166,73.9215,0.0360447,0.994306,0.99629
4.6149,36.5262,15.8591,97.6493,11.6219,1.17352,1.17902
9.62515,32.2538,19.5437,6.69304,14.5431,1.89428,1.89914
0.532631,13.1268,12.9202,98.3317,26.8707,0.44084,0.442694
5.00512,39.5081,14.4448,3.88265,2.02604,1.59925,1.59627
8.24862,15.0678,18.7971,60.1579,6.91883,0.661671,0.661222
15.8369,39.6944,12,5.74066,19.456,4.25627,4.3284
13.449,20.0809,14.2308,7.87102,10.2361,1.75894,1.76308
0.57709,24.5934,17.8587,16.0517,10.7797,0.819131,0.818889
17.9503,22.0869,18.7556,64.6038,1.23574,1.05718,1.0575
17.5805,18.7578,18.2598,62.0216,28.6163,1.3686,1.36501
10.9386,21.6493,20.8956,12.1316,25.6544,1.66278,1.68357
11.911,25.3607,18.3251,51.7561,19.8812,1.3643,1.36439
2.48858,41.5094,18.2914,30.1452,6.63466,1.41879,1.42304
12.8942,36.1631,12.5294,71.173,20.47,1.91078,1.91288
7.6532,16.4567,14.7891,25.0001,3.06391,0.81088,0.812056
11.3289,20.0978,17.2989,3.93603,13.3477,1.61057,1.61906
16.4174,20.4575,17.8579,67.7085,18.5615,1.19857,1.19851
18.0908,22.2045,20.4007,6.19466,13.7465,1.87102,1.8762
2.69965,43.0577,14.7139,76.9501,29.2677,2.01511,2.02097
0.890857,40.5677,20.2029,10.8273,20.2784,1.95688,1.97847
13.7839,26.6154,17.1876,94.2179,26.6567,1.35674,1.35574
18.1234,34.5122,16.0838,73.0069,19.1776,1.85281,1.85327
14.184,11.008,20.8485,11.9949,28.553,1.33012,1.33875
19.7299,29.9313,19.867,77.7476,0.644983,1.2729,1.27793
3.16765,10.1258,12.7428,26.8207,5.15292,0.457107,0.456417
8.04429,41.0877,21.0411,84.7429,11.125,1.47411,1.48062
3.01105,39.1584,20.065,32.8138,27.3018,2.02695,2.02602
6.36655,32.718,12.5204,87.7838,20.0474,1.34386,1.34565
17.6865,21.976,15.3553,60.0103,19.2604,1.42345,1.42418
1.27635,32.0439,19.7127,44.0146,10.8122,0.996642,1.00104
13.5792,16.3874,14.6135,31.0504,1.88395,0.991662,0.99622
9.56808,26.0387,12.3085,14.313,26.5083,2.46682,2.51555
16.0423,20.6612,14.2573,49.4068,20.5876,1.48655,1.48945
12.9896,26.662,20.6355,32.3051,10.5953,1.3454,1.34527
11.6023,12.9879,20.1664,58.0316,5.54427,0.676975,0.677988
19.4266,41.775,20.8561,53.9199,11.5177,2.07011,2.07273
4.09378,22.1173,19.2265,97.8962,16.2597,0.739002,0.740198
3.22185,14.1335,16.7952,9.55035,16.7912,0.808135,0.817179
9.52025,38.9087,14.4064,82.7056,3.26689,1.37103,1.37439
7.7263,25.5723,14.5798,53.7072,22.3755,1.35726,1.35368
13.2422,38.7437,19.1252,92.5164,0.263893,1.35339,1.35585
12.7375,10.4359,19.1864,20.1458,29.8273,1.20753,1.22395
14.6717,25.1183,20.6152,33.6817,3.56475,1.20783,1.20709
18.6591,28.5264,21.1547,96.7246,25.5697,1.46215,1.46327
12.0486,20.8228,13.2431,94.9765,26.7564,1.13498,1.13694
2.10118,34.4901,19.4974,19.6879,22.6043,1.68228,1.68378
10.5644,27.4898,12.0096,26.5117,14.1481,1.77558,1.77586
6.98426,33.6597,16.4617,52.8243,14.8329,1.42558,1.42999
10.1653,18.1028,14.6255,18.0139,7.78694,1.13851,1.13865
0.265483,41.9117,15.8716,43.1137,10.5997,1.38211,1.38805
1.93722,42.4694,13.7083,41.8356,15.8582,1.77424,1.77866
15.0153,18.0033,21.4363,72.4834,27.401,1.09293,1.09269
5.55539,16.74,20.6288,4.16049,25.8672,1.21357,1.23394
8.43161,22.5025,21.0344,68.05,1.81265,0.788915,0.793328
11.5383,35.134,19.7664,37.3411,6.94539,1.51622,1.51841
15.6446,19.0283,21.9532,71.2698,24.5975,1.10844,1.10982
17.2035,35.8468,12.5013,30.7678,3.44811,1.94666,1.94635
12.3176,15.4731,20.1813,79.172,8.48728,0.733343,0.733012
3.85469,19.6786,12.7365,76.2546,23.2789,0.846182,0.848671
8.26067,19.6874,15.6145,55.9538,10.0545,0.879676,0.880204
16.3551,23.147,17.4603,2.75259,17.8026,2.29948,2.31409
12.1148,29.1506,18.6986,32.4499,28.3967,2.01206,2.01167
12.3481,23.5354,19.2737,24.4542,18.7521,1.51886,1.519
16.7742,28.7584,20.4116,25.3127,19.9604,1.93672,1.93704
14.9653,30.7458,15.8753,93.0954,22.0767,1.51011,1.51229
6.27765,36.989,16.5398,91.235,26.8982,1.60413,1.60767
18.1137,38.9104,13.2194,23.7145,19.4817,3.25691,3.25821
9.5063,41.7225,20.245,38.3133,27.8844,2.47824,2.47793
15.0848,14.1493,14.6184,18.2824,1.60521,1.10719,1.10922
6.3693,42.9687,21.5782,23.6639,6.47774,1.68024,1.68105
8.98658,10.6041,17.4139,89.232,16.0479,0.552479,0.553529
3.72038,28.5785,14.5756,75.241,15.0419,1.01113,1.0126
9.59265,39.3936,21.5751,36.87,20.1733,1.98197,1.98222
9.80735,32.4636,16.1516,55.7819,4.50204,1.25455,1.25582
10.6832,33.3321,16.8774,48.5079,23.9988,1.88894,1.89108
3.49507,12.6482,18.5909,51.5805,6.68587,0.45355,0.456052
14.193,37.6185,13.7746,74.9616,19.6296,1.92889,1.93392
6.43093,21.0915,20.4298,71.0832,28.9691,0.99795,0.998167
12.2253,14.8325,12.3738,3.95351,2.6665,1.36386,1.35862
12.2989,27.781,19.4295,63.155,29.8447,1.59198,1.59395
16.5478,14.6937,20.1988,40.8183,2.80156,0.889725,0.889681
5.81319,25.8095,19.2013,71.4325,29.9251,1.208,1.20843
19.9379,10.5925,15.3099,16.7504,24.1813,1.8181,1.83649
14.5513,17.0647,16.204,32.6933,8.0205,1.12135,1.12069
3.96499,25.0724,12.4926,95.8004,1.43851,0.691554,0.694985
19.4218,11.1702,14.866,53.1715,24.6268,1.2305,1.23151
15.3304,37.1579,12.9414,67.9624,4.59679,1.60752,1.61009
3.03777,24.9816,21.422,28.4216,0.559536,0.743376,0.742464
6.84193,39.7065,17.9492,39.2789,0.539738,1.36717,1.36939
3.57757,10.3789,20.1772,30.9302,1.73154,0.393502,0.395093
14.8227,14.6601,13.104,95.7881,20.8586,0.89639,0.89738
4.03028,42.4354,14.6596,89.9875,2.7933,1.24639,1.25582
18.6953,41.1086,18.6443,14.7596,23.7611,3.38316,3.42477
15.8492,22.6464,20.4481,42.6744,19.5947,1.39832,1.3981
17.0542,13.7592,12.5708,71.2409,15.0623,1.00128,1.00136
13.6826,42.7671,17.9135,26.0351,5.35014,2.03431,2.03567
11.3643,26.545,21.0384,97.0985,1.05721,0.91096,0.915194
12.9023,15.3426,16.7541,16.3524,29.3419,1.66579,1.69115
7.76492,19.6266,14.1217,21.8872,25.2496,1.54711,1.55999
15.0064,32.171,20.4336,32.864,3.8516,1.48672,1.48295
6.6463,27.3578,18.0473,59.1033,26.2658,1.34148,1.34173
4.68706,22.1424,13.2702,49.5111,2.27639,0.744018,0.750939
4.66164,24.6088,17.9177,94.7687,21.0881,0.902644,0.905907
13.213,17.1847,21.8986,67.8276,3.78438,0.782447,0.781839
15.883,25.5037,14.2964,9.65142,27.3444,2.90689,2.96662
0.0732077,42.0734,15.0841,92.2609,11.0027,1.20699,1.21473
2.32393,21.6381,17.3133,77.9928,20.5617,0.761416,0.764148
18.5561,21.0221,15.8904,17.3706,2.33658,1.46012,1.45002
15.1249,39.9905,12.2604,11.7861,14.4315,3.34878,3.38101
6.2363,10.3967,14.8213,65.531,7.78886,0.487665,0.488135
11.9947,27.4105,18.66,96.6819,7.4334,1.03227,1.03454
8.67123,42.6367,16.0065,9.02332,29.88,3.79264,3.88892
10.8806,35.9756,17.4722,19.5849,28.7915,2.72625,2.76339
